,ID,Salary,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
2513,2513,120000,-1,m,1992-08-02,84.67,state board,2008.0,74.92,state board,12737,2,B.Tech/B.E.,computer engineering,64.21,12737.0,1,Rajasthan,2013,490,520,465,0.842248322257836,-1,-1,469,-1,-1,-1,-1,1.5644,1.7109,-0.9122,-1.8824,0.6721
2514,2514,325000,Jaipur,m,1989-10-12,86.0,cbse,2008.0,87.4,cbse,9072,2,B.Tech/B.E.,electronics & telecommunications,90.0,9072.0,0,Orissa,2013,630,565,655,0.997298967866528,595,548,-1,-1,-1,-1,-1,-1.4517,-0.1206,-1.527,1.2869,-1.0524
2515,2515,400000,Bangalore,m,1990-11-16,77.0,rbse,2007.0,70.0,rbse,4948,2,B.Tech/B.E.,computer engineering,70.37,4948.0,1,Rajasthan,2012,325,560,575,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.3941,0.1888,-0.344,-0.5253,-0.7615
2516,2516,300000,Noida,f,1988-10-02,,cbse,2007.0,62.8,cbse,55,2,B.Tech/B.E.,computer engineering,69.98,55.0,0,Uttar Pradesh,2011,375,505,435,0.342314899911815,365,-1,-1,-1,-1,-1,-1,-0.1082,0.6568,0.2366,-0.0552,0.0284
2517,2517,390000,New Delhi,m,1988-06-25,63.0,cbse,2006.0,56.0,cbse,2097,2,B.Tech/B.E.,electronics and communication engineering,61.4,2097.0,0,Uttar Pradesh,2011,445,445,515,0.124502074009537,375,233,-1,-1,-1,393,-1,0.0464,-1.0905,1.6484,0.218999999999999,1.0395
2518,2518,180000,bangalore,f,1992-12-06,92.32,state board,2010.0,84.5,state board,2110,2,B.Tech/B.E.,electronics and communication engineering,83.0,2110.0,0,Karnataka,2014,500,375,310,0.493596387301038,375,324,376,-1,-1,-1,-1,1.7081,1.2114,0.1637,-1.1218,1.247
2519,2519,145000,-1,m,1992-06-29,80.0,state board,2009.0,89.0,state board,4557,2,B.Tech/B.E.,computer science & engineering,62.0,4557.0,1,Telangana,2013,325,530,405,0.356536487724475,275,-1,346,-1,-1,-1,-1,0.99,0.3789,-0.2974,-1.1218,-1.244
2520,2520,400000,Navi Mumbai,m,1992-03-09,85.2,icse,2010.0,81.5,icse,8350,2,B.Tech/B.E.,computer science & engineering,57.64,8350.0,0,Uttar Pradesh,2014,545,385,485,0.600057182338341,435,-1,-1,-1,-1,-1,-1,1.1336,0.3789,1.0859,0.653,0.2889
2521,2521,290000,Chennai,m,1991-12-15,73.0,icse,,91.0,state board,3944,2,B.Tech/B.E.,information technology,80.0,3944.0,1,Tamil Nadu,2013,520,495,530,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.5591,1.3779,2.008,-1.5021,0.8637
2522,2522,450000,Chennai,m,1989-08-23,90.6,0,,91.3,0,4554,2,B.Tech/B.E.,computer engineering,78.56,4554.0,0,Tamil Nadu,2010,485,495,535,0.563267823666597,425,-1,-1,-1,-1,-1,-1,,0.8128,0.2366,0.8848,-0.1295
2523,2523,150000,Hyderabad,m,1992-08-15,85.66,state board,2009.0,92.0,state board,6748,2,B.Tech/B.E.,mechanical engineering,66.81,6748.0,0,Andhra Pradesh,2013,395,425,590,0.755375120895548,-1,-1,-1,446,-1,-1,-1,-0.159,0.3789,0.1637,1.5404,-0.0943
2524,2524,350000,Chandigarh,f,1991-08-08,74.2,hbse,2008.0,65.6,cbse,10185,2,B.Tech/B.E.,information technology,68.66,10185.0,0,Haryana,2012,335,525,475,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-1.3447,-1.5273,0.8171,,-1.2354
2525,2525,275000,Bhubaneswar,m,1991-06-04,80.42,icse,2010.0,65.16,state board,5026,2,B.Tech/B.E.,computer science & engineering,74.0,5026.0,0,Orissa,2014,710,480,535,0.144789889482462,465,-1,284,-1,-1,-1,-1,1.4208,0.8784,0.7785,,0.2889
2526,2526,360000,Hyderabad,m,1991-04-11,87.6,ssc,2008.0,91.9,intermediate,1914,2,B.Tech/B.E.,computer engineering,72.0,1914.0,1,Telangana,2012,355,695,585,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.4155,0.5454,-0.1437,,-0.8608
2527,2527,300000,hderabad,m,1992-02-12,,state board,2009.0,89.4,state board,1242,2,B.Tech/B.E.,electronics and electrical engineering,79.18,1242.0,0,Telangana,2013,675,570,570,0.298769128563994,-1,-1,407,-1,356,-1,-1,0.99,0.2124,0.3174,-1.7556,1.0554
2528,2528,325000,New Delhi,m,1988-04-25,58.0,0,2005.0,60.0,0,6835,2,B.Tech/B.E.,electronics and communication engineering,66.0,6835.0,0,Uttar Pradesh,2011,345,335,445,0.229481754911755,-1,266,-1,-1,-1,420,-1,-0.9969,-0.2793,0.8171,1.50173,0.3444
2529,2529,260000,Noida,m,1989-01-06,72.2,cbse,2007.0,77.4,cbse,272,2,B.Tech/B.E.,computer engineering,73.26,272.0,0,Punjab,2012,545,535,525,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.3555,0.5008,-0.9245,-0.2902,1.0158
2530,2530,180000,-1,m,1992-05-18,,state board,2009.0,86.8,state board,11852,2,B.Tech/B.E.,computer science & engineering,73.1,11852.0,0,Andhra Pradesh,2013,465,545,545,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-0.4463,0.5454,0.4711,-0.2344,-0.6692
2531,2531,180000,Ahmedabad,m,1989-11-09,79.6,cbse,2008.0,50.4,state board,12834,2,B.Tech/B.E.,computer engineering,58.1,12834.0,0,Gujarat,2014,640,520,390,0.953899775079926,435,-1,530,-1,-1,-1,-1,-0.8772,-0.4536,-0.9122,0.653,-1.244
2532,2532,420000,Bangalore,m,1986-01-02,57.0,jseb,2004.0,51.0,jiec,3807,2,B.Tech/B.E.,computer engineering,64.7,,0,Karnataka,2010,305,505,385,0.670743151433127,455,-1,-1,-1,-1,-1,-1,-0.2628,0.0328,0.0914,-1.1128,-1.5513
2533,2533,145000,Navi Mumbai,m,1990-05-26,79.6,state board,2008.0,78.0,state board,3113,2,B.Tech/B.E.,,54.75,3113.0,0,Maharashtra,2013,685,630,645,0.436962648056859,495,-1,-1,-1,-1,324,-1,-0.4463,0.3789,0.4711,-0.7415,0.4805
2534,2534,320000,Pune,m,1992-10-18,89.5,state board,2010.0,73.4,state board,1906,2,B.Tech/B.E.,computer science & engineering,70.06,1906.0,1,West Bengal,2014,700,505,585,0.486747008438193,485,-1,376,-1,-1,-1,-1,0.2718,0.0459,-1.0659,-2.136,-1.244
2535,2535,510000,Bangalore,m,1989-04-08,71.67,up board,2006.0,66.6,up board,429,2,B.Tech/B.E.,computer engineering,75.34,429.0,0,Uttar Pradesh,2010,325,565,635,0.98374996654107,635,-1,-1,-1,-1,-1,-1,,0.3448,0.3817,-0.7603,-0.1295
2536,2536,180000,Gurgaon,m,1992-02-28,72.0,cbse,2010.0,65.0,cbse,10932,2,B.Tech/B.E.,electronics and communication engineering,59.8,10932.0,0,Uttar Pradesh,2015,525,565,430,0.338786347219528,-1,292,-1,-1,-1,-1,-1,0.7027,-0.2871,-0.6048,-0.8682,1.247
2537,2537,85000,pune,m,1987-02-06,67.0,0,2007.0,67.0,0,494,2,B.Tech/B.E.,,52.0,494.0,1,Maharashtra,2011,445,455,375,0.488347976782714,405,-1,-1,-1,-1,-1,-1,,-0.5913,0.5269,0.6498,-0.4455
2538,2538,300000,-1,m,1992-03-31,91.0,cbse,2009.0,83.0,cbse,6741,2,B.Tech/B.E.,computer science & engineering,80.0,6741.0,0,Rajasthan,2014,580,585,720,0.744758354008939,525,-1,438,-1,-1,-1,-1,0.5591,0.3789,1.0859,-0.3612,-0.4776
2539,2539,210000,Jaipur,f,1993-04-24,71.0,state board,2009.0,64.0,state board,2028,2,B.Tech/B.E.,information technology,73.4,2028.0,1,Rajasthan,2013,490,400,500,0.356536487724475,365,-1,346,-1,-1,-1,-1,1.2772,0.3789,0.7785,-0.995,0.0973
2540,2540,315000,Mumbai,m,1989-10-02,78.8,cbse,2008.0,71.6,state board,4971,2,B.Tech/B.E.,electronics and communication engineering,73.0,4971.0,0,Uttar Pradesh,2013,790,570,750,0.99526570569548,-1,533,-1,-1,-1,366,-1,0.2718,1.2114,0.1637,-0.995,0.4805
2541,2541,120000,Noida,m,1992-08-20,67.0,state board,2009.0,61.0,cbse,8350,2,B.Tech/B.E.,electronics and communication engineering,62.0,8350.0,0,Uttar Pradesh,2014,500,470,485,0.493596387301038,345,324,-1,-1,-1,-1,-1,-1.1644,-0.2871,0.3174,,0.6721
2542,2542,80000,Bhubaneswar ,f,1992-01-02,75.0,cbse,2009.0,73.0,cbse,9786,2,B.Tech/B.E.,electronics and electrical engineering,65.0,9786.0,0,Orissa,2013,360,415,255,-1.0,-1,-1,-1,-1,-1,-1,-1,,-0.1206,-1.3733,-0.4879,0.8637
2543,2543,510000,Hyderabad,m,1988-10-02,83.4,cbse,,77.4,isc,49,1,B.Tech/B.E.,electronics and electrical engineering,70.0,49.0,0,Uttar Pradesh,2011,565,675,725,0.910770164246022,405,433,-1,-1,-1,-1,-1,-0.5719,0.6568,0.8171,-0.8778,0.3444
2544,2544,325000,delhi,f,1992-05-28,84.6,cbse,,66.4,cbse,47,1,B.Tech/B.E.,information technology,71.0,47.0,1,Delhi,2014,500,500,385,0.413838255788123,385,-1,-1,-1,-1,-1,-1,,0.3789,1.0859,,1.247
2545,2545,620000,Bilaspur,m,1987-10-01,81.2,cbse,2006.0,62.2,cbse,4948,2,B.Tech/B.E.,electronics and communication engineering,65.16,4948.0,1,Rajasthan,2011,595,544,455,0.376059586651545,-1,300,-1,-1,-1,500,-1,0.6646,0.3448,0.3817,-0.5253,-0.2875
2546,2546,130000,-1,m,1990-11-19,58.0,cbse,2008.0,64.0,up board,7134,2,B.Tech/B.E.,information technology,62.0,7134.0,0,Uttar Pradesh,2012,475,485,365,0.10487135986097,275,-1,-1,-1,-1,-1,-1,0.3941,0.1888,1.2525,-0.349,-1.2354
2547,2547,360000,Noida,m,1991-01-11,75.4,cbse,2009.0,76.6,cbse,10971,2,B.Tech/B.E.,computer science & engineering,66.12,10971.0,0,Uttar Pradesh,2013,440,545,605,0.735795709224656,475,-1,-1,-1,-1,-1,-1,1.2772,-0.7866,-1.0659,-1.2486,-0.0943
2548,2548,60000,-1,m,1990-11-24,59.0,state board,2008.0,64.0,state board,1759,2,MCA,computer application,84.0,1759.0,0,Punjab,2014,395,510,250,0.356536487724475,415,-1,346,-1,-1,-1,-1,-0.3027,-0.6201,0.1637,0.7798,-0.2859
2549,2549,350000,Noida,f,1992-02-14,,cbse,2009.0,84.0,cbse,7626,2,B.Tech/B.E.,information technology,72.48,7626.0,0,Uttar Pradesh,2013,720,520,485,0.843123726665742,515,-1,-1,-1,-1,-1,-1,1.4208,1.2114,0.9322,1.794,0.2889
2550,2550,350000,Hyderabad,m,1991-07-24,91.3,state board,2009.0,91.2,state board,1428,2,B.Tech/B.E.,,70.0,1428.0,1,Telangana,2013,520,605,855,0.229481754911755,315,266,407,-1,-1,393,-1,-0.0154,0.8784,-0.6048,-0.995,0.4805
2551,2551,200000,-1,m,1990-09-09,70.2,cbse,2008.0,63.4,cbse,9738,2,B.Tech/B.E.,electronics and communication engineering,65.88,9738.0,0,Uttar Pradesh,2013,465,545,390,0.207392169717661,-1,260,-1,-1,-1,324,-1,1.2772,1.0449,1.7007,0.5262,0.6721
2552,2552,275000,BANGALORE,f,1992-02-01,68.0,state board,2008.0,60.2,state board,2066,2,B.Tech/B.E.,computer science & engineering,76.0,2066.0,1,West Bengal,2013,580,540,525,0.486747008438193,405,-1,376,-1,-1,-1,-1,1.2772,0.8784,0.1637,1.4136,1.247
2553,2553,345000,-1,m,1989-12-25,80.8,cbse,2007.0,77.4,cbse,494,2,B.Tech/B.E.,computer engineering,60.86,494.0,1,Maharashtra,2011,495,545,545,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.3555,0.0328,-0.4891,-0.0552,-0.4455
2554,2554,290000,Visakhapatnam,m,1990-07-02,80.2,0,2007.0,91.9,0,3838,2,B.Tech/B.E.,information technology,62.0,3838.0,0,Andhra Pradesh,2011,465,425,465,0.901489571371033,545,-1,-1,-1,-1,-1,-1,1.59199999999999,0.0328,-0.0537,-0.6428,0.3444
2555,2555,240000,-1,f,1992-03-18,64.0,state board,2009.0,69.2,state board,172,2,B.Tech/B.E.,information technology,71.8,172.0,0,Uttar Pradesh,2014,485,460,425,0.819416529835888,505,-1,-1,-1,-1,-1,-1,0.1282,-0.6201,0.1637,-0.7415,-0.6692
2556,2556,300000,Trivandrum ,f,1992-10-26,87.23,state board,2010.0,76.12,state board,15862,2,B.Tech/B.E.,electronics & telecommunications,63.58,15862.0,0,Maharashtra,2014,405,485,605,0.338786347219528,-1,292,-1,-1,-1,-1,-1,1.2772,0.7119,0.1637,-0.995,0.4805
2557,2557,325000,Chennai,m,1992-02-25,88.0,cbse,2009.0,72.0,cbse,7557,2,B.Tech/B.E.,computer science & engineering,71.0,7557.0,1,Delhi,2014,490,675,680,-1.0,-1,-1,-1,-1,-1,-1,-1,,-0.7866,0.6248,1.5404,-1.0524
2558,2558,460000,Pune,m,1990-07-12,86.0,karnataka education board (keeb),2008.0,84.0,pu board karnataka,5284,2,B.Tech/B.E.,electronics and communication engineering,81.0,5284.0,0,Karnataka,2012,415,475,535,0.229481754911755,-1,266,-1,-1,-1,-1,-1,,1.5928,1.3977,,-1.1169
2559,2559,150000,Mumbai,f,1991-02-26,80.8,state board,2008.0,60.5,state board,3717,2,B.Tech/B.E.,computer science & engineering,67.04,3717.0,1,Karnataka,2013,560,555,500,0.842248322257836,515,-1,469,-1,-1,-1,-1,,1.5444,1.3933,-2.3895,-0.2859
2560,2560,305000,Hyderabad,f,1993-02-10,,state board,2010.0,90.6,state board,5338,2,B.Tech/B.E.,computer science & engineering,70.4,5338.0,0,Andhra Pradesh,2014,335,505,630,0.622642915849938,555,-1,407,-1,-1,-1,-1,,-0.2871,0.1637,-2.2627,0.6721
2561,2561,180000,Lucknow,m,1992-08-13,62.3,state board,2009.0,75.6,state board,6906,1,B.Tech/B.E.,electronics engineering,73.12,6906.0,0,Uttar Pradesh,2014,525,460,570,0.943272157866555,-1,452,-1,-1,-1,-1,-1,-0.0154,1.2114,-0.6048,1.0333,1.4386
2562,2562,250000,-1,m,1991-01-24,87.4,icse,2009.0,75.14,state board,5256,2,B.Tech/B.E.,electronics & instrumentation eng,89.4,5256.0,0,Orissa,2013,660,380,680,0.538386892985096,-1,333,-1,-1,-1,-1,-1,-0.159,0.3789,0.9322,-1.2486,0.2889
2563,2563,350000,New Delhi,m,1991-12-23,82.0,cbse,2010.0,83.0,cbse,47,1,B.Tech/B.E.,computer science & engineering,75.1,47.0,1,Delhi,2014,510,560,795,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-0.4463,-0.9531,0.4711,,-0.4776
2564,2564,720000,Jabalpur,m,1992-02-29,82.0,cbse,2009.0,69.0,cbse,57,2,B.Tech/B.E.,information technology,68.0,57.0,0,Haryana,2013,575,525,695,0.952245572924303,585,-1,-1,-1,-1,-1,-1,-1.9629,1.7488,-1.5051,,1.2528
2565,2565,510000,Pune,m,1989-11-27,77.0,upboard,,82.2,upboard,429,2,B.Tech/B.E.,computer engineering,73.4,429.0,0,Uttar Pradesh,2010,524,435,684,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-2.4266,0.0328,-1.0697,,0.1864
2566,2566,200000,-1,f,1992-01-27,78.0,state board,2009.0,82.8,state board,11024,2,B.Tech/B.E.,electronics and communication engineering,79.0,11024.0,1,Telangana,2013,395,495,440,-1.0,395,-1,-1,-1,-1,-1,-1,,0.7119,0.7785,0.653,1.4386
2567,2567,325000,Chennai,f,1993-08-07,69.0,icse,2010.0,93.6,state board,12434,2,B.Tech/B.E.,electronics and communication engineering,78.3,12434.0,0,Andhra Pradesh,2014,455,485,535,0.649389714846691,395,356,-1,-1,-1,-1,-1,,0.8784,1.547,-0.8682,0.4805
2568,2568,620000,Jhajjar,m,1989-10-31,,cbse,2008.0,68.0,cbse,3856,2,B.Tech/B.E.,electronics and communication engineering,70.0,3856.0,0,Punjab,2011,595,445,575,0.538386892985096,-1,333,-1,-1,-1,340,-1,-0.7264,-0.9033,-1.0697,,-0.1295
2569,2569,180000,Chandigarh,f,1991-09-03,82.2,cbse,2010.0,68.8,cbse,14004,2,B.Tech/B.E.,electronics and communication engineering,74.0,,0,Himachal Pradesh,2014,580,545,390,0.207392169717661,375,260,-1,-1,-1,-1,-1,-0.5899,1.0449,0.9322,-0.7415,1.4386
2570,2570,240000,Chennai,m,1992-06-18,73.0,cbse,2009.0,79.0,state board,12755,2,B.Tech/B.E.,electronics and communication engineering,75.0,12755.0,0,Tamil Nadu,2013,440,315,430,0.538386892985096,-1,333,-1,-1,-1,420,-1,,-1.9521,-0.4511,-0.4879,-1.4356
2571,2571,180000,Nalagarh,m,1990-11-03,85.6,cbse,2009.0,86.4,cbse,272,2,B.Tech/B.E.,mechanical engineering,75.51,272.0,0,Punjab,2013,800,605,695,0.206710618336758,385,-1,-1,313,-1,-1,-1,0.2718,0.8784,0.4711,-0.4879,1.247
2572,2572,240000,Yamuna Nagar,m,1989-07-24,60.0,hbse,2006.0,64.0,hbse,2637,2,B.Tech/B.E.,computer engineering,70.0,2637.0,0,Haryana,2011,595,425,425,0.525922584252055,415,-1,-1,-1,-1,-1,-1,-0.4173,0.8128,-0.344,,0.3444
2573,2573,200000,Chennai,m,1988-09-27,74.0,0,2006.0,74.0,0,4423,2,B.Tech/B.E.,computer engineering,73.0,4423.0,0,Tamil Nadu,2010,465,415,305,0.450876584483451,395,-1,-1,-1,-1,-1,-1,0.6646,0.8128,0.2366,0.6498,0.5024
2574,2574,300000,Bangalore,f,1992-02-13,85.0,cbse,2008.0,69.0,cbse,1125,2,B.Tech/B.E.,information technology,75.0,,0,Orissa,2013,605,440,445,0.342314899911815,365,-1,-1,-1,-1,-1,-1,0.99,-0.1206,-0.1437,0.0192,-0.2859
2575,2575,300000,Chennai,m,1992-09-08,92.3,state board,,83.6,state board,14820,2,B.Tech/B.E.,electronics and electrical engineering,80.16,14820.0,0,Andhra Pradesh,2013,615,560,635,0.557389505646088,345,-1,-1,-1,420,-1,-1,0.2718,0.0459,-0.2974,-1.5021,0.0973
2576,2576,445000,Calicut,m,1988-08-28,,0,,71.0,0,998,2,B.Tech/B.E.,computer engineering,65.0,998.0,0,Kerala,2010,615,534,415,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-0.2628,1.2808,0.3817,-2.0529,-0.2875
2577,2577,110000,Lucknow,m,1991-01-18,83.0,cbse,2009.0,73.0,cbse,2819,2,B.Tech/B.E.,,67.25,2819.0,0,Uttar Pradesh,2013,525,505,585,0.842248322257836,495,-1,469,-1,-1,-1,-1,-0.159,0.0459,0.01,1.794,-0.6692
2578,2578,105000,Bangalore,m,1990-08-17,,cbse,2008.0,64.1,cbse,4889,2,B.Tech/B.E.,computer engineering,76.2,4889.0,1,Tamil Nadu,2012,475,385,405,0.377551419424541,375,-1,-1,-1,-1,-1,-1,-2.5811,-1.0593,-0.0537,,-0.2875
2579,2579,305000,Mumbai,m,1993-05-08,88.8,state board,2010.0,94.6,state board,9748,2,B.Tech/B.E.,electrical engineering,80.6,9748.0,1,Telangana,2014,510,525,720,0.938399136791175,345,-1,-1,-1,553,-1,-1,-0.7335,-1.4526,-0.2974,-0.4879,-0.8608
2580,2580,415000,Pune,m,1992-01-19,,state board,2009.0,74.25,state board,8297,2,B.Tech/B.E.,electronics & telecommunications,73.0,8297.0,1,West Bengal,2013,570,610,575,0.77657832422745,425,-1,-1,-1,-1,393,-1,0.4155,-0.1206,0.1637,-1.6289,-0.2859
2581,2581,220000,Bangalore,m,1987-08-20,,0,2004.0,75.1,0,4889,2,MCA,computer application,81.0,4889.0,1,Tamil Nadu,2010,495,425,365,0.525922584252055,415,-1,-1,-1,-1,-1,-1,1.1283,-1.0593,0.9623,0.5323,0.3444
2582,2582,180000,Bangalore,m,1986-07-30,70.0,state board,2006.0,43.42,"p u board, karnataka",11388,2,B.Tech/B.E.,electronics and communication engineering,55.52,11388.0,1,Karnataka,2014,370,360,270,0.649389714846691,-1,356,-1,-1,-1,-1,-1,,-2.1186,-1.9881,-0.4879,-5.0763
2583,2583,165000,Hyderabad,m,1990-05-12,75.0,0,,88.0,0,9184,2,B.Tech/B.E.,electronics and communication engineering,65.0,,1,Telangana,2012,395,485,405,0.124502074009537,-1,233,-1,-1,-1,313,-1,-1.0355,-0.5523,0.0552,-0.64277,-0.9194
2584,2584,200000,Gurgaon,m,1990-10-23,60.8,cbse,2008.0,62.4,cbse,5232,2,B.Tech/B.E.,electronics and communication engineering,60.0,5232.0,0,Haryana,2012,495,425,645,0.538386892985096,385,333,-1,-1,-1,-1,-1,0.3555,0.0328,-0.598,-0.2902,-1.2354
2585,2585,440000,-1,m,1991-05-18,83.1,ssc,2008.0,87.1,board of intermediate,3026,2,B.Tech/B.E.,information technology,68.75,3026.0,1,Telangana,2012,465,545,545,0.670743151433127,455,-1,-1,-1,-1,-1,-1,-0.5719,-0.4353,0.163999999999999,-0.7603,-1.7093
2586,2586,600000,Bangalore,m,1991-07-31,84.0,icse,2009.0,87.0,icse,3356,2,B.Tech/B.E.,computer science & engineering,78.5,,1,Karnataka,2013,780,630,650,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.7335,0.2124,-0.2974,0.1459,-0.8608
2587,2587,95000,Gurgaon,m,1988-06-02,58.0,up board,2004.0,67.0,up board,348,2,MCA,computer application,65.0,348.0,0,Uttar Pradesh,2012,415,405,365,0.563267823666597,425,466,-1,-1,-1,-1,-1,0.2009,-1.2543,-0.3803,,-0.7615
2588,2588,200000,Pune,f,1991-11-16,70.61,state board,2009.0,70.83,state board,16578,2,B.Tech/B.E.,computer engineering,60.0,16578.0,1,Maharashtra,2013,385,410,370,0.23780283983757,465,-1,315,-1,-1,-1,-1,-0.5899,-0.2871,0.7785,0.7798,-0.6692
2589,2589,240000,-1,m,1990-05-25,79.0,cbse,2007.0,72.0,cbse,48,1,B.Tech/B.E.,electronics and communication engineering,78.96,48.0,1,Delhi,2012,565,475,615,0.229481754911755,485,266,-1,-1,-1,-1,-1,1.4374,1.9048,1.2525,-0.26087,0.8183
2590,2590,450000,Bangalore,m,1992-12-02,,cbse,,88.6,cbse,13439,2,B.Tech/B.E.,electronics and electrical engineering,74.2,13439.0,0,Jharkhand,2014,580,655,705,0.557389505646088,415,-1,-1,-1,420,-1,-1,0.5591,0.0459,0.3174,-0.8682,-0.0943
2591,2591,410000,Pune,m,1991-03-05,83.33,sarada high scchool,2008.0,72.33,maharashtra board,6921,2,B.Tech/B.E.,electronics & telecommunications,60.0,6921.0,0,Maharashtra,2012,555,510,445,0.0587928000083534,-1,200,-1,-1,-1,-1,-1,-0.8772,1.5444,1.2396,-1.1218,1.0554
2592,2592,1110000,Bangalore ,m,1988-03-25,75.4,cbse,2004.0,68.2,cbse,83,2,B.Tech/B.E.,information technology,80.0,83.0,0,Uttar Pradesh,2010,555,535,655,0.916869961103619,555,-1,-1,-1,-1,-1,-1,1.2828,1.1248,-0.6343,-1.3478,1.1343
2593,2593,300000,Bangalore,m,1990-07-20,89.0,icse,2009.0,71.0,cbse,8099,2,B.Tech/B.E.,computer science & engineering,55.0,,0,Karnataka,2014,580,595,665,0.930370607202691,565,-1,-1,-1,-1,-1,-1,1.1336,0.7119,0.7785,0.1459,0.4805
2594,2594,440000,-1,f,1991-09-06,87.6,cbse,2009.0,80.0,cbse,285,1,B.Tech/B.E.,electronics and communication engineering,76.0,285.0,0,Punjab,2013,870,535,680,0.994342113298401,485,-1,-1,-1,-1,526,-1,-1.7389,0.0459,-0.6048,1.9207,0.6721
2595,2595,210000,Noida,m,1990-04-28,71.0,upboard,2008.0,61.0,cbse,172,2,B.Tech/B.E.,mechanical engineering,74.43,172.0,0,Uttar Pradesh,2013,440,435,485,0.755375120895548,-1,-1,-1,446,-1,-1,-1,1.4208,1.0449,1.2396,,1.247
2596,2596,1300000,angul,m,1986-05-12,72.5,jseb,2004.0,58.6,cbse,1424,2,B.Tech/B.E.,instrumentation and control engineering,84.4,1424.0,0,West Bengal,2010,595,365,705,0.910770164246022,455,433,-1,-1,-1,-1,-1,-0.5719,0.5008,-1.0697,-0.5253,0.1864
2597,2597,490000,-1,m,1992-04-01,85.38,state board,2009.0,83.34,state board,215,2,B.Tech/B.E.,computer science & engineering,58.8,215.0,1,Maharashtra,2013,605,510,605,0.978799292641428,495,-1,561,-1,-1,-1,-1,0.4155,1.0449,1.2396,-1.6289,0.4805
2598,2598,180000,Chennai,m,1991-12-27,76.0,icse,2009.0,74.0,cbse,13375,2,B.Tech/B.E.,civil engineering,77.0,13375.0,0,Tamil Nadu,2013,475,500,500,0.839686084018748,-1,-1,-1,-1,-1,-1,433,-0.4463,0.2124,-1.527,-0.4879,-0.6692
2599,2599,350000,Pune,m,1993-04-23,79.0,state board,2009.0,76.0,state board,4805,2,B.Tech/B.E.,information technology,68.0,4805.0,1,Rajasthan,2013,415,500,415,0.622642915849938,405,-1,407,-1,-1,-1,-1,0.5591,0.0459,-0.2974,0.2727,-1.0524
2600,2600,195000,-1,m,1990-09-13,76.2,cbse,2008.0,60.2,cbse,7376,2,B.Tech/B.E.,information technology,69.62,7376.0,0,Uttar Pradesh,2013,590,535,695,0.525922584252055,415,-1,-1,-1,-1,-1,-1,0.1282,0.7119,0.1637,0.0192,-0.4776
2601,2601,180000,KANPUR,m,1991-02-05,81.3,state board,2008.0,72.2,state board,7766,2,B.Tech/B.E.,electronics and communication engineering,72.36,,0,Uttar Pradesh,2013,510,555,510,0.207392169717661,-1,260,-1,-1,-1,-1,-1,0.2718,-0.2871,-1.9881,,-2.0105
2602,2602,325000,pune,m,1991-09-12,71.4,icse,2010.0,60.4,state board,1906,2,B.Tech/B.E.,electronics and communication engineering,71.0,1906.0,1,West Bengal,2014,665,530,520,0.338786347219528,345,292,-1,-1,-1,-1,-1,-1.308,-0.7866,0.6248,,-0.2859
2603,2603,215000,Noida,m,1990-06-16,81.66,uttarakhand board,2007.0,80.0,uttarakhand board,79,2,B.Tech/B.E.,electronics and communication engineering,66.5,79.0,0,Uttar Pradesh,2012,435,315,465,0.376059586651545,-1,300,-1,-1,-1,-1,-1,,-0.5913,0.3817,,-1.3934
2604,2604,180000,Gurgaon,m,1989-10-26,77.6,cbse,,77.8,cbse,70,2,B.Tech/B.E.,computer engineering,72.0,70.0,0,Uttar Pradesh,2012,555,620,750,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-0.0696,1.2808,-0.1988,-0.2609,0.3444
2605,2605,575000,Hyderabad,m,1989-12-21,79.6,cbse,2007.0,72.8,cbse,5079,2,B.Tech/B.E.,computer engineering,68.7,5079.0,1,Rajasthan,2012,650,655,570,0.978799292641428,495,-1,561,-1,-1,-1,-1,0.5591,0.8784,0.3174,-0.7415,0.4805
2606,2606,305000,Chennai ,f,1990-06-06,91.8,cbse,2008.0,89.6,cbse,6609,2,B.Tech/B.E.,electronics and electrical engineering,84.3,6609.0,1,Tamil Nadu,2012,725,595,605,0.538386892985096,475,333,-1,-1,-1,-1,-1,-1.2287,1.2808,-1.9405,1.76613,0.1864
